4970	3
4971	3
3640	3
4969	5
3638	2
2306	5
3639	4
2305	3
2303	3
2301	4
2300	4
3630	2
4962	5
4963	4
3632	2
4964	2
3633	5
4965	2
3634	2
4966	2
3635	7
2309	4
4967	5
3636	3
2308	2
4968	3
3637	3
2307	4
4981	2
3650	2
3651	6
2320	5
3649	7
2316	3
2315	7
2314	5
2313	2
2312	4
2311	6
2310	4
4972	6
3641	3
3642	3
4974	2
3643	5
4975	5
3644	3
4976	2
3645	4
4977	2
3646	4
3647	2
2319	2
4979	3
2318	2
4990	3
4991	5
3660	4
4992	4
3661	4
4993	5
3662	4
2331	6
1000	5
2330	2
2328	2
2327	4
2326	3
2325	6
2324	3
2323	2
2322	2
2321	4
4983	3
3652	2
4984	3
3653	4
4985	4
3654	2
4986	4
3655	2
4987	3
3656	3
4988	5
3657	8
4989	3
3658	2
3659	4
2329	2
3670	4
3671	3
3672	3
3673	4
2342	2
1011	3
2341	5
1010	5
2340	7
2339	4
1008	2
2338	3
2337	6
1006	4
2336	4
1005	2
2335	2
1004	8
2334	2
1003	4
1002	4
2332	6
1001	5
3663	8
4995	2
3664	3
4996	3
3665	2
4997	2
3666	5
3667	4
4999	6
3668	6
3669	4
1009	4
3680	4
3681	4
3682	6
3683	5
3684	6
2353	4
1022	3
2352	3
1021	3
2351	3
1020	3
2350	2
2349	7
1018	4
2348	6
1017	5
2347	2
1016	4
2346	5
1015	3
2345	4
1014	4
2344	6
1013	8
2343	4
1012	4
3674	4
3675	5
3676	2
3677	5
3678	3
3679	6
3690	2
3691	5
3692	5
3693	3
3694	5
3695	4
2364	4
1033	5
2363	4
1032	5
2362	5
1031	3
2361	4
2360	3
2359	5
1028	5
2358	3
1027	4
2357	7
1026	5
2356	5
1025	3
2355	5
2354	2
1023	6
3685	3
3686	4
3687	5
3688	3
3689	4
2375	5
1044	2
2374	5
1043	3
1042	3
2372	2
1041	4
2371	3
1040	4
2370	7
2369	4
1038	6
1037	3
2366	4
1035	5
2365	5
1034	3
3696	2
3697	4
3698	5
3699	3
2386	4
1055	2
1054	4
2384	2
1053	6
2383	5
1052	10
1051	6
2381	7
1050	6
2380	6
1049	4
2379	3
1048	2
1047	3
2377	2
1046	2
2376	3
1045	3
2397	2
1066	3
2396	5
1065	6
2395	2
1064	3
2394	10
1063	2
2393	3
1062	5
2392	2
1061	5
2391	6
2390	5
1059	2
2389	6
1058	4
2388	4
1057	3
1056	3
4100	3
4101	4
4102	6
1077	6
1076	4
1075	4
1074	5
1073	4
1072	2
1070	2
1069	4
2399	5
1068	2
2398	3
1067	3
1080	2
4110	6
4112	5
4113	6
1088	3
1087	9
1086	5
1085	3
1083	3
1082	2
1081	5
1079	2
1078	2
4103	4
4104	7
4105	4
4106	5
4107	4
4108	5
4109	6
1090	3
4120	5
4121	6
4122	4
4123	2
4124	7
1099	3
1098	7
1097	6
1095	3
1094	8
1092	5
4114	4
4115	4
4116	3
4117	6
4119	4
4130	6
4131	4
4132	4
4133	6
4134	6
4135	2
4125	5
4126	3
4127	4
4129	7
4140	3
4143	2
4144	4
4145	3
4146	6
4136	3
4137	9
4138	5
4139	2
4150	4
4152	5
4153	7
4154	4
4155	6
4156	4
4157	2
4147	4
4148	5
4149	4
4161	2
4162	4
4163	6
4164	4
4165	8
4166	4
4167	3
4168	2
4160	6
4158	2
4159	3
4172	3
4173	2
4174	2
4176	3
4177	3
4178	7
4179	3
4170	5
4171	3
4169	6
4183	6
4184	3
4185	2
4187	8
4189	2
1909	2
1908	10
4180	6
4182	6
