2982,3814	2
2350,4165	2
2309,3369	2
2133,4656	2
1382,4929	2
1107,3743	2
3081,3115	2
1877,4937	2
3160,3793	2
4796,4939	2
1480,4495	2
1612,4194	2
1620,3811	2
3484,4194	2
1572,3402	2
1983,3504	2
1736,1854	2
2690,3120	2
2909,4387	2
1480,4798	2
2055,2855	2
2164,4951	2
1127,3248	2
2496,4666	2
2785,3718	2
1878,2633	2
1628,4217	2
2703,3214	2
1220,3909	2
2310,4389	2
1878,2690	2
1477,4459	2
1382,4085	2
1225,3718	2
2900,3808	2
2361,4310	2
3248,4941	2
3413,4699	2
1245,3296	2
2540,3462	2
1798,4577	2
2659,4501	2
2073,3855	2
1494,1895	2
1153,4592	2
2138,4464	2
3169,4006	2
1094,3186	2
3092,3509	2
1442,3617	2
3267,4735	2
1116,1245	2
1387,2293	2
1682,3516	2
4579,4951	2
2374,3782	2
1355,3590	2
1572,3743	2
2553,2712	2
3361,4753	2
1404,2178	2
1480,4220	2
1465,4925	2
3698,4523	2
1632,2727	2
1197,2795	2
1648,3590	2
1937,2796	2
2806,4292	2
3517,4822	2
2080,4016	2
1889,3909	2
2229,4698	2
1062,2713	2
4594,4868	2
3066,3737	2
3469,4146	2
1682,4656	2
1814,4335	2
1336,3544	2
2081,2584	2
4125,4273	2
4574,4827	2
4594,4809	2
2200,3449	2
3113,4753	2
3157,4160	2
2331,3032	2
4899,4951	2
1499,1978	2
1846,2663	2
3378,4418	2
1618,1740	2
3120,4056	2
2568,4695	2
2560,2578	2
4437,4553	2
2331,3138	2
4437,4532	2
2348,2364	2
2348,2369	2
1225,2601	2
1123,1584	2
2271,3669	2
1690,2001	2
1690,2004	2
1107,4272	2
3294,4780	2
3039,3420	2
2164,4393	2
2366,4542	2
1878,2524	2
3438,4645	2
2600,2789	2
2011,2817	2
3529,4464	2
2441,3410	2
2164,4169	2
2648,3486	2
2042,4526	2
1126,4613	2
2331,3561	2
4281,4780	2
2315,4841	2
1379,4693	2
1379,4694	2
3425,4628	2
3046,3862	2
1866,2534	2
3046,3848	2
1020,1588	2
2042,4725	2
3911,4150	2
1087,2504	2
2295,2764	2
1087,2570	2
1074,4635	2
1379,4869	2
2327,4077	2
2350,3917	2
1107,4498	2
2184,4780	2
1924,4662	2
2629,3115	2
4211,4807	2
2074,2101	2
1108,2729	2
1596,3633	2
2133,4958	2
3529,4814	2
1999,4747	2
2663,3962	2
2232,3905	2
1050,3917	2
1225,4266	2
1636,4535	2
1687,4779	2
3437,4445	2
3176,4787	2
2381,3324	2
1466,3138	2
2295,4091	2
2133,3459	2
2041,4155	2
1086,3063	2
1616,4758	2
4338,4826	2
2612,3897	2
2381,3221	2
1430,3694	2
2078,4219	2
4769,4819	2
2316,3587	2
1473,4567	2
1834,2688	2
1711,3048	2
2011,2127	2
1087,1423	2
2472,4364	2
1256,4453	2
2028,2860	3
1566,1945	2
3268,3744	2
1620,2625	2
4504,4718	2
2330,3616	2
1422,4439	2
4223,4508	2
1197,4025	2
3549,3862	2
2962,4984	2
3719,4430	2
1287,4851	2
3761,3928	2
3248,3903	2
2042,2907	2
1233,1553	2
2612,3438	2
1419,4427	2
2781,3157	2
1158,2206	2
2719,4163	2
2832,4297	2
1750,2954	2
3046,4579	2
2758,3561	2
1087,1896	2
1466,3828	2
1466,3835	2
1435,3248	2
1734,4858	2
3113,3862	2
1810,1878	2
1591,4243	2
1612,3484	2
1900,4155	2
1206,2271	2
3361,3961	2
2517,4531	2
4524,4799	2
2244,4699	2
3491,4711	2
1932,4180	2
1153,3084	2
3164,3915	2
2086,3534	2
2837,4071	2
1094,2079	2
2107,2706	2
4361,4415	2
3491,4875	2
3851,4654	2
4293,4524	2
1881,1966	2
2394,2511	2
3299,3508	2
1520,4090	2
3587,4117	2
3248,3743	2
2609,3511	2
2394,2688	2
3505,4828	2
1565,3111	2
3299,3342	2
2517,4149	2
1949,2688	2
3176,4364	2
3361,3663	2
1062,4453	2
3361,3682	2
3721,4076	2
1283,3487	2
1082,2100	2
2209,4223	2
2339,4563	2
2394,2960	2
1889,4036	2
1371,1562	2
3339,4589	2
1533,3220	2
1889,4148	2
2517,4265	2
2643,3035	2
2229,3589	2
2857,4297	2
1192,4892	2
3863,4201	2
1320,1588	2
1118,4453	2
3871,3938	2
1017,1109	2
2229,3266	2
2857,4441	2
2047,2847	2
1731,1979	2
1937,3942	2
2801,3967	2
2370,2794	2
1391,1668	2
1493,2816	2
2484,4345	2
1118,4656	2
1407,3689	2
1245,1793	2
1782,1839	2
2857,4661	2
1798,2851	2
1169,4211	2
1028,2990	2
2970,3971	2
1604,4257	2
1885,3321	2
3849,4628	2
2426,3526	2
1296,1580	2
3465,4134	2
3465,4121	3
1407,3763	2
1169,4875	2
1153,3518	2
2030,3843	2
2765,4104	2
4006,4492	2
2912,3467	2
4563,4662	2
3524,4164	2
1605,2906	2
2359,3476	2
3551,4019	2
3137,4652	2
1553,3205	2
3745,4842	2
2840,3203	2
1329,1970	2
1328,3479	2
2715,2873	2
1276,3955	2
1937,3005	2
1269,3915	2
1237,3931	2
2616,4999	2
3489,3855	2
2019,4232	2
3582,4266	2
2441,4782	2
1265,2043	2
2331,2340	2
1651,3719	2
3042,3812	2
1023,3365	2
2256,3898	2
1023,3402	2
2584,2709	2
1329,1867	2
1885,3593	2
1165,3629	2
1865,3583	2
1473,4740	2
1651,3023	2
1127,1399	2
1526,2794	2
3172,3911	2
1205,3604	2
1127,1435	2
2699,4110	2
1991,2218	2
1921,2555	2
2441,4862	2
2165,3779	2
1742,3467	2
1087,1110	2
2149,4406	2
4136,4264	2
2781,3966	2
1466,4160	2
4117,4494	2
2924,3267	2
3026,4615	2
2888,4825	2
1507,2957	2
1865,3170	2
1742,3251	2
1013,1939	2
2873,3447	2
3189,4526	2
1076,2093	2
2768,2851	2
2479,3808	2
3343,3851	2
2901,3915	2
2139,4359	2
1782,4267	2
1514,4495	2
1466,4445	2
1450,4865	2
1752,2037	2
2082,3050	2
3370,4686	2
3251,4524	2
1178,3999	2
1969,3684	2
1731,4455	2
1507,3042	2
2860,4916	2
1033,1202	2
4715,4756	2
1515,2678	2
3786,4387	2
3560,3982	2
4453,4723	2
3054,4503	2
1748,4464	2
3329,3511	2
2222,2961	2
1561,3293	2
1799,4437	2
3912,4494	2
2272,4364	2
2625,3266	2
1661,1866	2
2553,4406	2
3141,4113	2
3082,3485	2
2893,3903	2
2028,3194	2
2597,3611	2
1475,1609	2
2597,3574	2
2663,4461	2
1602,2271	2
1542,3203	2
3442,3608	2
2375,3927	2
1618,4572	2
1482,2929	2
4303,4336	2
1242,2413	2
2122,4823	2
1050,4661	2
4172,4202	2
2597,3462	2
2082,3967	2
2070,2813	2
1618,4275	2
1185,4526	2
2300,4334	2
2257,4606	2
3612,4985	2
3896,4406	2
2390,4814	2
2625,3856	2
2515,2765	2
1996,4661	2
1494,3982	2
1365,1428	2
2861,2941	2
4484,4624	2
1186,2341	2
4628,4933	2
1566,2758	2
3079,4566	2
3225,4137	2
4270,4699	2
4138,4718	2
3644,3903	2
4217,4452	2
2736,2814	2
3663,4555	2
3917,4165	2
2960,3593	2
1384,1566	2
1068,2632	2
1037,2048	2
1997,3048	2
1574,2467	2
1547,1930	2
1510,2856	2
1051,3507	2
1885,4074	2
1774,4804	2
1052,1998	2
1751,3960	2
2600,4202	2
2507,3077	2
1827,4305	2
1997,3491	2
2645,2956	2
1510,2235	2
1286,1534	2
1827,4201	2
1566,2132	2
4191,4669	2
2918,4017	2
2043,4907	2
3347,4122	2
1835,2914	2
1356,3759	2
2107,4992	2
1087,4259	2
1051,3789	2
2597,3976	2
1087,4299	2
3059,3502	2
2193,3827	2
3119,4234	2
2573,2806	2
2447,3915	2
3205,4120	2
4244,4773	2
1768,2879	2
1510,2363	2
2645,2873	2
2965,3141	2
1554,2164	2
3761,4719	2
2613,2738	2
1921,3426	2
1004,4721	2
3220,3663	2
2584,3901	2
2560,4614	2
