1000	13
1001	12
1002	8
1003	8
1004	21
1005	4
1006	15
1008	12
1009	9
1010	12
1011	13
1012	11
1013	19
1014	10
1015	7
1016	11
1017	11
1018	8
1019	2
1020	10
1021	8
1022	6
1023	17
1024	4
1025	6
1026	17
1027	9
1028	13
1029	2
1031	7
1032	16
1033	12
1034	9
1035	14
1036	2
1037	10
1038	19
1039	2
1040	11
1041	10
1042	6
1043	8
1044	4
1045	9
1046	4
1047	6
1048	6
1049	8
1050	14
1051	20
1052	27
1053	12
1054	9
1055	6
1056	6
1057	8
1058	8
1059	5
1061	14
1062	16
1063	4
1064	7
1065	14
1066	6
1067	8
1068	4
1069	10
1070	4
1071	3
1072	4
1073	12
1074	10
1075	11
1076	13
1077	14
1078	7
1079	6
1080	5
1081	16
1082	5
1083	7
1084	2
1085	7
1086	14
1087	21
1088	9
1089	2
1090	12
1092	20
1093	2
1094	20
1095	8
1096	2
1097	17
1098	24
1099	6
1100	10
1101	7
1102	10
1103	10
1104	10
1105	6
1107	20
1108	12
1109	12
1110	18
1111	11
1112	4
1113	11
1114	16
1115	8
1116	24
1117	3
1118	18
1119	2
1120	17
1121	2
1122	6
1123	11
1124	4
1125	11
1126	9
1127	12
1128	10
1129	13
1130	11
1132	10
1133	13
1134	7
1135	10
1136	19
1137	6
1138	6
1139	9
1140	8
1141	9
1142	8
1143	12
1144	16
1145	6
1146	20
1147	6
1148	19
1149	7
1150	10
1151	5
1152	8
1153	17
1154	9
1155	8
1156	2
1157	7
1158	11
1159	6
1160	15
1161	7
1162	12
1163	9
1164	5
1165	9
1166	4
1167	4
1168	9
1169	21
1170	20
1171	10
1173	9
1174	11
1175	19
1176	14
1177	4
1178	11
1179	5
1180	4
1181	8
1182	16
1183	16
1184	5
1185	10
1186	9
1187	7
1188	8
1189	4
1190	17
1191	6
1192	5
1193	4
1194	9
1195	6
1196	8
1197	18
1198	7
1199	13
1200	8
1201	4
1202	10
1204	16
1205	10
1206	14
1207	8
1208	11
1209	9
1211	16
1212	8
1213	13
1214	6
1215	9
1216	14
1217	8
1218	21
1219	4
1220	17
1221	2
1222	4
1223	10
1224	4
1225	21
1226	10
1227	2
1228	3
1229	8
1230	14
1231	16
1232	7
1233	19
1234	10
1235	19
1236	5
1237	20
1238	2
1239	16
1240	13
1241	11
1242	17
1243	2
1244	8
1245	20
1246	8
1247	4
1248	16
1249	5
1250	2
1251	3
1252	10
1253	6
1254	5
1255	2
1256	12
1257	4
1258	6
1259	14
1260	4
1261	8
1262	6
1263	4
1264	17
1265	25
1266	2
1267	2
1268	9
1269	14
1270	6
1272	2
1273	4
1274	7
1275	24
1276	13
1277	15
1278	15
1279	17
1280	8
1281	9
1282	10
1283	17
1284	4
1285	14
1286	16
1287	17
1288	7
1289	11
1290	13
1291	12
1292	4
1293	11
1294	12
1295	8
1296	17
1297	9
1298	7
1299	8
1300	2
1301	7
1302	10
1303	14
1304	7
1305	12
1306	9
1307	12
1308	8
1309	11
1310	4
1311	8
1312	14
1313	2
1314	2
1315	6
1316	6
1317	6
1318	5
1319	9
1320	10
1321	5
1322	15
1323	8
1324	14
1325	9
1326	11
1327	18
